"numero_correlativo","tipo_societario","descripcion_tipo_societario","razon_social","tipo_asamblea","descripcion_tipo_asamblea","numero_asamblea","fecha_realizacion","fecha_presentacion"
"1939328","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","AIRELUZ","O","Ordinaria","9298714","20210408","20211101"
"1939328","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","AIRELUZ","O","Ordinaria","9459182","20220329","20220930"
"1939348","105","ENTIDAD EXTRANJERA SIN FINES DE LUCRO","MCKINSEY.ORG, INC.","O","Ordinaria","9437073","","20220819"
"1939348","105","ENTIDAD EXTRANJERA SIN FINES DE LUCRO","MCKINSEY.ORG, INC.","O","Ordinaria","9243293","","20210809"
"1939348","105","ENTIDAD EXTRANJERA SIN FINES DE LUCRO","MCKINSEY.ORG, INC.","O","Ordinaria","9168988","","20201028"
"1939402","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","HEUBACH COLORANTS ARGENTINA","M","Mixta","9448722","20220615","20220912"
"1939426","50","SOC. ANONIMA","GREEN AVIATION","O","Ordinaria","","20200310","20210304"
"1939426","50","SOC. ANONIMA","GREEN AVIATION","O","Ordinaria","","20210401","20210921"
"1939441","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","FRANCA FILMS","O","Ordinaria","9194669","20200131","20210203"
"1939441","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","FRANCA FILMS","O","Ordinaria","9365490","20210329","20220330"
"1939441","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","FRANCA FILMS","O","Ordinaria","9447105","20220407","20220909"
"1939514","50","SOC. ANONIMA","TRIMARC","O","Ordinaria","","20200702","20211117"
"1939524","50","SOC. ANONIMA","EXPANSION BUSINESS","O","Ordinaria","","20191211","20200316"
"1939524","50","SOC. ANONIMA","EXPANSION BUSINESS","O","Ordinaria","","20201109","20220928"
"1939524","50","SOC. ANONIMA","EXPANSION BUSINESS","O","Ordinaria","","20211201","20220914"
"1939539","50","SOC. ANONIMA","EXPERIMENTAL","O","Ordinaria","","20220901","20230209"
"1939554","50","SOC. ANONIMA","ANDASER","O","Ordinaria","","20191212","20201223"
"1939554","50","SOC. ANONIMA","ANDASER","O","Ordinaria","","20201211","20210430"
"1939554","50","SOC. ANONIMA","ANDASER","O","Ordinaria","","20211215","20220419"
"1939612","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","STRATESYS TECHNOLOGY SOLUTIONS ARGENTINA","O","Ordinaria","","20210427","20211123"
"1939612","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","STRATESYS TECHNOLOGY SOLUTIONS ARGENTINA","O","Ordinaria","","20220427","20220818"
"1939615","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","GRUPO KAIROS","O","Ordinaria","","20210405","20221128"
"1939617","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","VIRTUAL DREAMS FACTORY","O","Ordinaria","","20210503","20211105"
"1939630","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CARMAAL","O","Ordinaria","","20200527","20230208"
"1939630","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CARMAAL","O","Ordinaria","","20210624","20230213"
"1939630","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CARMAAL","O","Ordinaria","","20220509","20230213"
"1939640","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MIFLODER","O","Ordinaria","","20211130","20220419"
"1939640","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MIFLODER","O","Ordinaria","","20220412","20220516"
"1939682","50","SOC. ANONIMA","LEGAL Y FISCAL","O","Ordinaria","","20191219","20210614"
"1939682","50","SOC. ANONIMA","LEGAL Y FISCAL","O","Ordinaria","","20201110","20210614"
"1939682","50","SOC. ANONIMA","LEGAL Y FISCAL","O","Ordinaria","","20211210","20220906"
"1939770","50","SOC. ANONIMA","AGROGANADERA DON EDUARDO","O","Ordinaria","","20190724","20220412"
"1939770","50","SOC. ANONIMA","AGROGANADERA DON EDUARDO","O","Ordinaria","","20200730","20220412"
"1939770","50","SOC. ANONIMA","AGROGANADERA DON EDUARDO","O","Ordinaria","","20210729","20220412"
"1939777","50","SOC. ANONIMA","CLIMAFAN","O","Ordinaria","","20200908","20201221"
"1939777","50","SOC. ANONIMA","CLIMAFAN","O","Ordinaria","","20210826","20220830"
"1939787","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","DAG & ASOCIADOS","O","Ordinaria","","20220512","20220706"
"1939802","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","RIASI-TEX","O","Ordinaria","","20210427","20220822"
"1939802","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","RIASI-TEX","O","Ordinaria","","20220414","20221017"
"1939814","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","SMAD GROUP","O","Ordinaria","","20210426","20210910"
"1939814","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","SMAD GROUP","O","Ordinaria","","20220429","20220829"
"1939841","50","SOC. ANONIMA","AGROPECUARIA LA RECOMPENSA","O","Ordinaria","","20191020","20220412"
"1939841","50","SOC. ANONIMA","AGROPECUARIA LA RECOMPENSA","O","Ordinaria","","20201030","20220412"
"1939841","50","SOC. ANONIMA","AGROPECUARIA LA RECOMPENSA","O","Ordinaria","","20211029","20220412"
"1939861","100","ASOCIACION CIVIL","SOCI ARGE DE PSIC DE LA REPROD HUMA ASIS SAPRHA ASOC CIVIL","O","Ordinaria","9114036","20191120","20191213"
"1939861","100","ASOCIACION CIVIL","SOCI ARGE DE PSIC DE LA REPROD HUMA ASIS SAPRHA ASOC CIVIL","O","Ordinaria","9324448","20211217","20211214"
"1939861","100","ASOCIACION CIVIL","SOCI ARGE DE PSIC DE LA REPROD HUMA ASIS SAPRHA ASOC CIVIL","O","Ordinaria","9486151","20221217","20221128"
"1939904","50","SOC. ANONIMA","HIDALGO 760","O","Ordinaria","","20200615","20210915"
"1939904","50","SOC. ANONIMA","HIDALGO 760","O","Ordinaria","","20210621","20210917"
"1939904","50","SOC. ANONIMA","HIDALGO 760","O","Ordinaria","","20220617","20221207"
"1939921","100","ASOCIACION CIVIL","CLUB ATLETICO COLUMNA VERTEBRAL DE VILLA LUGANO","O","Ordinaria","9232701","20210315","20210628"
"1939921","100","ASOCIACION CIVIL","CLUB ATLETICO COLUMNA VERTEBRAL DE VILLA LUGANO","O","Ordinaria","9232700","20210415","20210628"
"1939940","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","TRIUMPH ENGINEERING (ARGENTINA) ","O","Ordinaria","9156264","20200526","20200827"
"1939940","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","TRIUMPH ENGINEERING (ARGENTINA) ","M","Mixta","9349732","20210714","20220307"
"1939940","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","TRIUMPH ENGINEERING (ARGENTINA) ","O","Ordinaria","9464420","20221102","20221013"
"1939942","50","SOC. ANONIMA","CABAÑA MRM","O","Ordinaria","","20200430","20211117"
"1939942","50","SOC. ANONIMA","CABAÑA MRM","O","Ordinaria","","20210430","20211129"
"1939997","50","SOC. ANONIMA","EXXIA","O","Ordinaria","","20200316","20210128"
"1940001","50","SOC. ANONIMA","FRITZ & FRUTZ","O","Ordinaria","9419972","20200318","20220713"
"1940001","50","SOC. ANONIMA","FRITZ & FRUTZ","O","Ordinaria","9419976","20210330","20220713"
"1940009","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","WELLNESS SERVICES","O","Ordinaria","9225337","20200228","20210519"
"1940009","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","WELLNESS SERVICES","O","Ordinaria","9293140","20210903","20211018"
"1940009","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","WELLNESS SERVICES","O","Ordinaria","9432953","20220509","20220810"
"1940017","50","SOC. ANONIMA","07 DE NOVIEMBRE","O","Ordinaria","","20200318","20221104"
"1940017","50","SOC. ANONIMA","07 DE NOVIEMBRE","O","Ordinaria","","20210506","20221104"
"1940017","50","SOC. ANONIMA","07 DE NOVIEMBRE","O","Ordinaria","9477159","20220504","20221104"
"1940025","50","SOC. ANONIMA","DON JONAS","O","Ordinaria","","20200110","20201110"
"1940025","50","SOC. ANONIMA","DON JONAS","O","Ordinaria","","20210129","20211201"
"1940027","100","ASOCIACION CIVIL","CARDIO ITAL ASOCIACION CIVIL","O","Ordinaria","9413215","20220212","20220704"
"1940027","100","ASOCIACION CIVIL","CARDIO ITAL ASOCIACION CIVIL","O","Ordinaria","9413209","20220429","20220704"
"1940027","100","ASOCIACION CIVIL","CARDIO ITAL ASOCIACION CIVIL","O","Ordinaria","9410331","","20220629"
"1940113","120","FEDERACION","ARGENTINA DE ENTIDADES DE TRANSPORTE Y LOGISTICA (FAETYL)","O","Ordinaria","9264320","20210809","20210907"
"1940113","120","FEDERACION","ARGENTINA DE ENTIDADES DE TRANSPORTE Y LOGISTICA (FAETYL)","O","Ordinaria","9415577","20220513","20220707"
"1940186","100","ASOCIACION CIVIL","MESABIERTA ASOCIACION CIVIL","O","Ordinaria","9279927","20210430","20210923"
"1940186","100","ASOCIACION CIVIL","MESABIERTA ASOCIACION CIVIL","O","Ordinaria","9215023","","20210422"
"1940196","50","SOC. ANONIMA","DEYGAL","O","Ordinaria","9235645","20200731","20210714"
"1940196","50","SOC. ANONIMA","DEYGAL","O","Ordinaria","9312687","20210520","20211129"
"1940196","50","SOC. ANONIMA","DEYGAL","O","Ordinaria","9431646","20220518","20220809"
"1940227","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","AGRO-FORESTAL DEL SUR","O","Ordinaria","","20210915","20220901"
"1940264","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","ADVANCED STERILIZATION PRODUCTS ARGENTINA","O","Ordinaria","","20210312","20211221"
"1940289","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","ND ESQUIVEL","O","Ordinaria","","20200715","20221213"
"1940289","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","ND ESQUIVEL","O","Ordinaria","","20210715","20221213"
"1940289","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","ND ESQUIVEL","O","Ordinaria","","20220715","20221213"
"1940293","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","NEUMATICOS Y LLANTAS CATAN","O","Ordinaria","","20210323","20230213"
"1940368","50","SOC. ANONIMA","GREEN DRINKS","O","Ordinaria","","20200309","20210513"
"1940388","100","ASOCIACION CIVIL","PREMA SAI(AMOR DIVINO) ESCU COMP EN VALO HUMA ASOC CIVIL","O","Ordinaria","9239231","20210408","20210726"
"1940389","100","ASOCIACION CIVIL","ARTISTICA HIPERMUSICA","O","Ordinaria","9227725","20210421","20210616"
"1940389","100","ASOCIACION CIVIL","ARTISTICA HIPERMUSICA","O","Ordinaria","9358859","20220314","20220317"
"1940434","100","ASOCIACION CIVIL","COMITE DE AYUDA A DESASTRES Y EMERGENCIAS NACIONALES ASO CIV","O","Ordinaria","9455433","20200424","20220923"
"1940434","100","ASOCIACION CIVIL","COMITE DE AYUDA A DESASTRES Y EMERGENCIAS NACIONALES ASO CIV","O","Ordinaria","9455462","20210420","20220923"
"1940434","100","ASOCIACION CIVIL","COMITE DE AYUDA A DESASTRES Y EMERGENCIAS NACIONALES ASO CIV","O","Ordinaria","9455429","20220425","20220923"
"1940467","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","ORFFA ARGENTINA","O","Ordinaria","","20210614","20210906"
"1940542","50","SOC. ANONIMA","NICIETRA","O","Ordinaria","","20200805","20220712"
"1940542","50","SOC. ANONIMA","NICIETRA","O","Ordinaria","","20211020","20220712"
"1940557","50","SOC. ANONIMA","BEKER","O","Ordinaria","","20200730","20220106"
"1940597","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","GADIF","O","Ordinaria","","20210203","20211117"
"1940597","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","GADIF","O","Ordinaria","","20210922","20211129"
"1940611","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","GEDREZ RECUPERO","O","Ordinaria","","20210421","20221128"
"1940611","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","GEDREZ RECUPERO","O","Ordinaria","","20220510","20221128"
"1940627","50","SOC. ANONIMA","TRESQUINCE","O","Ordinaria","","20200427","20211116"
"1940627","50","SOC. ANONIMA","TRESQUINCE","O","Ordinaria","","20210315","20211116"
"1940627","50","SOC. ANONIMA","TRESQUINCE","O","Ordinaria","","20220315","20230110"
"1940631","50","SOC. ANONIMA","ENERSUD","O","Ordinaria","9080535","20190426","20190930"
"1940658","50","SOC. ANONIMA","RUBEN PAPA Y ASOCIADOS","O","Ordinaria","","20200511","20211028"
"1940658","50","SOC. ANONIMA","RUBEN PAPA Y ASOCIADOS","O","Ordinaria","","20210517","20211028"
"1940658","50","SOC. ANONIMA","RUBEN PAPA Y ASOCIADOS","O","Ordinaria","","20211102","20211115"
"1940738","50","SOC. ANONIMA","IUNGAM","O","Ordinaria","9151086","20200429","20200630"
"1940738","50","SOC. ANONIMA","IUNGAM","O","Ordinaria","9213968","20210427","20210423"
"1940738","50","SOC. ANONIMA","IUNGAM","O","Ordinaria","9367230","20220427","20220401"
"1940752","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","AVANT CUASAR","O","Ordinaria","","20210802","20211012"
"1940876","100","ASOCIACION CIVIL","RED DE CRIANZA","O","Ordinaria","9322907","20210708","20211214"
"1940876","100","ASOCIACION CIVIL","RED DE CRIANZA","O","Ordinaria","9322904","20210708","20211214"
"1940917","100","ASOCIACION CIVIL","PERSPECTIVAS DEL MOVIMIENTO CRISTIANO GLOBAL","O","Ordinaria","9328242","20211025","20211217"
"1940917","100","ASOCIACION CIVIL","PERSPECTIVAS DEL MOVIMIENTO CRISTIANO GLOBAL","O","Ordinaria","9457241","20220703","20220927"
"1940917","100","ASOCIACION CIVIL","PERSPECTIVAS DEL MOVIMIENTO CRISTIANO GLOBAL","O","Ordinaria","9134001","","20200211"
"1940987","50","SOC. ANONIMA","HEPRICAR","O","Ordinaria","","20200417","20201218"
"1940987","50","SOC. ANONIMA","HEPRICAR","O","Ordinaria","","20210306","20211123"
"1940987","50","SOC. ANONIMA","HEPRICAR","O","Ordinaria","","20220401","20220606"
"1940996","50","SOC. ANONIMA","CULTIVARTE","O","Ordinaria","","20201230","20211223"
"1941050","50","SOC. ANONIMA","PRODUCTORA DE CINE COMERCIAL","O","Ordinaria","","20191108","20220203"
"1941050","50","SOC. ANONIMA","PRODUCTORA DE CINE COMERCIAL","O","Ordinaria","","20200923","20220203"
"1941068","100","ASOCIACION CIVIL","IGLESIA CRISTIANA DE TEOTERAPIA","O","Ordinaria","9263190","20210726","20210907"
"1941068","100","ASOCIACION CIVIL","IGLESIA CRISTIANA DE TEOTERAPIA","O","Ordinaria","9381910","20220430","20220505"
"1941071","50","SOC. ANONIMA","CENTRO DE TERAPIAS AVANZADAS","O","Ordinaria","","20210430","20210924"
"1941071","50","SOC. ANONIMA","CENTRO DE TERAPIAS AVANZADAS","O","Ordinaria","","20220330","20221108"
"1941081","50","SOC. ANONIMA","INTERFLOW","O","Ordinaria","9186029","20200921","20201228"
"1941081","50","SOC. ANONIMA","INTERFLOW","M","Mixta","9258459","20210907","20210823"
"1941081","50","SOC. ANONIMA","INTERFLOW","O","Ordinaria","9437999","20220909","20220823"
"1941114","140","CAMARA","ARGENTINA DE LA ENERGIA ASOCIACION CIVIL","E","Extraordinaria","9135040","20191206","20200213"
"1941114","140","CAMARA","ARGENTINA DE LA ENERGIA ASOCIACION CIVIL","O","Ordinaria","9217308","20200522","20210614"
"1941114","140","CAMARA","ARGENTINA DE LA ENERGIA ASOCIACION CIVIL","O","Ordinaria","9217311","20210302","20210614"
"1941143","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","HITACHI ENERGY ARGENTINA","O","Ordinaria","9191078","20200814","20210121"
"1941143","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","HITACHI ENERGY ARGENTINA","O","Ordinaria","9286717","20210622","20211005"
"1941143","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","HITACHI ENERGY ARGENTINA","O","Ordinaria","9357752","20210921","20220315"
"1941143","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","HITACHI ENERGY ARGENTINA","O","Ordinaria","9483996","20220718","20221118"
"1941175","50","SOC. ANONIMA","EXPANSION CAPITAL","O","Ordinaria","","20191211","20200316"
"1941175","50","SOC. ANONIMA","EXPANSION CAPITAL","O","Ordinaria","","20201109","20220914"
"1941175","50","SOC. ANONIMA","EXPANSION CAPITAL","O","Ordinaria","","20211122","20221020"
"1941283","50","SOC. ANONIMA","WE TAKE","O","Ordinaria","","20200430","20211215"
"1941283","50","SOC. ANONIMA","WE TAKE","O","Ordinaria","","20210430","20211215"
"1941283","50","SOC. ANONIMA","WE TAKE","O","Ordinaria","","20220430","20220818"
"1941305","50","SOC. ANONIMA","DEKA LUXURY","O","Ordinaria","","20200304","20220303"
"1941305","50","SOC. ANONIMA","DEKA LUXURY","O","Ordinaria","","20210303","20220303"
"1941385","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","NEWSAN FOOD","O","Ordinaria","9419370","20200312","20220719"
"1941385","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","NEWSAN FOOD","O","Ordinaria","9434752","20210513","20220816"
"1941385","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","NEWSAN FOOD","O","Ordinaria","9419368","20220430","20220713"
"1941409","50","SOC. ANONIMA","FELHU","O","Ordinaria","","20200413","20230202"
"1941409","50","SOC. ANONIMA","FELHU","O","Ordinaria","","20210416","20230202"
"1941409","50","SOC. ANONIMA","FELHU","O","Ordinaria","","20220405","20230202"
"1941417","100","ASOCIACION CIVIL","SOCI DE OFTA DE LA CIUD AUTO DE BUEN AIRE-SOCABA- ASOC CIVI","O","Ordinaria","9255063","20210609","20210823"
"1941417","100","ASOCIACION CIVIL","SOCI DE OFTA DE LA CIUD AUTO DE BUEN AIRE-SOCABA- ASOC CIVI","O","Ordinaria","9249634","20210609","20210812"
"1941452","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","PIMLICO DEVELOPERS","O","Ordinaria","","20210405","20221129"
"1941452","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","PIMLICO DEVELOPERS","O","Ordinaria","","20220405","20221129"
"1941455","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CURSOSCAPACITAS","O","Ordinaria","","20210712","20210809"
"1941470","50","SOC. ANONIMA","ESTABLECIMIENTO DON JOSE","O","Ordinaria","","20200928","20211117"
"1941470","50","SOC. ANONIMA","ESTABLECIMIENTO DON JOSE","O","Ordinaria","","20211029","20220929"
"1941470","50","SOC. ANONIMA","ESTABLECIMIENTO DON JOSE","O","Ordinaria","","20211029","20220526"
"1941471","50","SOC. ANONIMA","DON QUILES","O","Ordinaria","","20191216","20200103"
"1941471","50","SOC. ANONIMA","DON QUILES","O","Ordinaria","","20201216","20210316"
"1941471","50","SOC. ANONIMA","DON QUILES","O","Ordinaria","","20211215","20220113"
"1941471","50","SOC. ANONIMA","DON QUILES","O","Ordinaria","","20221215","20230130"
"1941477","100","ASOCIACION CIVIL","ASOCIA DE BENEFACTORES DEL MUSEO HISTORICO SARMIENTO-ASO CIV","O","Ordinaria","9484841","20210305","20221118"
"1941477","100","ASOCIACION CIVIL","ASOCIA DE BENEFACTORES DEL MUSEO HISTORICO SARMIENTO-ASO CIV","O","Ordinaria","9484842","20211029","20221118"
"1941479","50","SOC. ANONIMA","CONCEPCION TIGRE","O","Ordinaria","","20210420","20220125"
"1941479","50","SOC. ANONIMA","CONCEPCION TIGRE","O","Ordinaria","","20210422","20220126"
"1941522","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MINS CONSULTORES","O","Ordinaria","","20210729","20211117"
"1941568","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","HIPERION GAMES","O","Ordinaria","","20210730","20210921"
"1941568","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","HIPERION GAMES","O","Ordinaria","","20220729","20220913"
"1941584","50","SOC. ANONIMA","LEYENDA VIVA","O","Ordinaria","","20210506","20210920"
"1941603","50","SOC. ANONIMA","NU ARGENTINA","O","Ordinaria","","20220311","20221110"
"1941625","50","SOC. ANONIMA","VIENTOS DE CAMPANA","O","Ordinaria","","20200723","20221118"
"1941643","100","ASOCIACION CIVIL","CAMPOLIMPIO SGE","O","Ordinaria","9233660","20200907","20210629"
"1941643","100","ASOCIACION CIVIL","CAMPOLIMPIO SGE","O","Ordinaria","9297403","20211116","20211101"
"1941643","100","ASOCIACION CIVIL","CAMPOLIMPIO SGE","O","Ordinaria","9472685","20221110","20221027"
"1941645","110","FUNDACION","BATT PARA PROMO SALUD Y BIENE SOCIA A TRAVE DEL DEPOR","O","Ordinaria","9457466","20220725","20220927"
"1941729","100","ASOCIACION CIVIL","BRUCO PARA LA INCLUSION DE NI¥OS Y JOVENES CON DISCAPACIDAD","O","Ordinaria","9373560","20211119","20220413"
"1941749","50","SOC. ANONIMA","INCLODE","O","Ordinaria","","20200306","20201215"
"1941749","50","SOC. ANONIMA","INCLODE","O","Ordinaria","","20210325","20211125"
"1941749","50","SOC. ANONIMA","INCLODE","O","Ordinaria","","20220325","20230104"
"1941769","50","SOC. ANONIMA","FEAPA","O","Ordinaria","","20200207","20210928"
"1941769","50","SOC. ANONIMA","FEAPA","O","Ordinaria","","20210220","20210928"
"1941769","50","SOC. ANONIMA","FEAPA","O","Ordinaria","","20220201","20221101"
"1941812","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","IOTINMOTION","O","Ordinaria","","20210531","20210623"
"1941812","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","IOTINMOTION","O","Ordinaria","","20220523","20220621"
"1941839","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","RPG YUNCON","O","Ordinaria","","20220428","20230202"
"1941856","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","WAMCLICK","O","Ordinaria","","20220121","20220513"
"1941884","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","NEOCAM","O","Ordinaria","","20210702","20210803"
"1941885","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","TANODO","O","Ordinaria","","20210729","20230213"
"1941903","50","SOC. ANONIMA","LENDING SOLUTIONS","O","Ordinaria","","20210408","20221228"
"1941910","50","SOC. ANONIMA","LISTO TECNOLOGIA ARGENTINA","O","Ordinaria","","20200427","20211129"
"1941910","50","SOC. ANONIMA","LISTO TECNOLOGIA ARGENTINA","O","Ordinaria","","20210129","20211129"
"1941949","50","SOC. ANONIMA","ISURUS GAMING","O","Ordinaria","","20200212","20211006"
"1941949","50","SOC. ANONIMA","ISURUS GAMING","O","Ordinaria","","20210301","20211006"
"1941949","50","SOC. ANONIMA","ISURUS GAMING","O","Ordinaria","","20220311","20220919"
"1941979","50","SOC. ANONIMA","PROTECTA ARGENTINA","O","Ordinaria","","20200929","20211021"
"1941982","100","ASOCIACION CIVIL","CENTRO DE CULTURA CASA DO BRASIL ASOCIACION CIVIL","O","Ordinaria","9489101","20211103","20221201"
"1942119","50","SOC. ANONIMA","WAIRIN","O","Ordinaria","","20191109","20220105"
"1942119","50","SOC. ANONIMA","WAIRIN","O","Ordinaria","","20210118","20220105"
"1942159","140","CAMARA","ARGENTINA DE INDUSTRIAS DE MATERIALES AISLANTES","O","Ordinaria","9360655","20200506","20220321"
"1942159","140","CAMARA","ARGENTINA DE INDUSTRIAS DE MATERIALES AISLANTES","O","Ordinaria","9360654","20210506","20220321"
"1942159","140","CAMARA","ARGENTINA DE INDUSTRIAS DE MATERIALES AISLANTES","O","Ordinaria","9448950","20220504","20220913"
"1942177","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","KAYPACHA","O","Ordinaria","9270182","20210928","20210908"
"1942177","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","KAYPACHA","M","Mixta","9377675","20220517","20220425"
"1942287","50","SOC. ANONIMA","AB ASESORES DE SEGUROS","O","Ordinaria","","20200629","20210322"
"1942297","100","ASOCIACION CIVIL","GROW-CRECER-DESARROLLO Y DE GENERO","O","Ordinaria","9373552","20211119","20220413"
"1942297","100","ASOCIACION CIVIL","GROW-CRECER-DESARROLLO Y DE GENERO","O","Ordinaria","9373557","20211119","20220413"
"1942365","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","COCREAR MM","O","Ordinaria","","20210422","20210723"
"1942391","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MARTIN PELUSSO","O","Ordinaria","","20210430","20220308"
"1942391","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MARTIN PELUSSO","O","Ordinaria","","20220302","20220317"
"1942516","50","SOC. ANONIMA","NAITINAI","O","Ordinaria","9231449","20200511","20210614"
"1942516","50","SOC. ANONIMA","NAITINAI","O","Ordinaria","9267076","20210526","20210906"
"1942516","50","SOC. ANONIMA","NAITINAI","O","Ordinaria","9465492","20220526","20221013"
"1942537","100","ASOCIACION CIVIL","SOCIEDAD IBEROAMERICANA DE SALUD AMBIENTAL, SIBSA,ASOC CIVIL","O","Ordinaria","9255079","20201026","20210823"
"1942537","100","ASOCIACION CIVIL","SOCIEDAD IBEROAMERICANA DE SALUD AMBIENTAL, SIBSA,ASOC CIVIL","O","Ordinaria","9328115","20211030","20211217"
"1942537","100","ASOCIACION CIVIL","SOCIEDAD IBEROAMERICANA DE SALUD AMBIENTAL, SIBSA,ASOC CIVIL","O","Ordinaria","9494999","20220430","20221215"
"1942538","100","ASOCIACION CIVIL","FRENTE TELEFONICO","O","Ordinaria","9265005","20200514","20210907"
"1942538","100","ASOCIACION CIVIL","FRENTE TELEFONICO","O","Ordinaria","9264996","20210520","20210907"
"1942538","100","ASOCIACION CIVIL","FRENTE TELEFONICO","O","Ordinaria","9448523","20220513","20220913"
"1942579","100","ASOCIACION CIVIL","ALIANZA ARGENTINA DE PACIENTES ASOCIACION CIVIL -ALAPA-","O","Ordinaria","9428581","","20220803"
"1942579","100","ASOCIACION CIVIL","ALIANZA ARGENTINA DE PACIENTES ASOCIACION CIVIL -ALAPA-","O","Ordinaria","9428578","","20220803"
"1942579","100","ASOCIACION CIVIL","ALIANZA ARGENTINA DE PACIENTES ASOCIACION CIVIL -ALAPA-","O","Ordinaria","9428577","","20220803"
